,count,mean,std,min,25%,50%,75%,max,missing_count,missing_pct
SALLE_B201_(A_1_ETAGE_TOUR_B) kW sys (kW) [MIN] 862,2696.0,0.8739897526175797,0.10102092709013429,0.76,0.8,0.83,0.94,1.43,57496,95.52099946836789
SALLE_B201_(A_1_ETAGE_TOUR_B) kW sys (kW) [MAX] 863,2696.0,0.9902499192816838,0.15072181542227323,0.82,0.88,0.93,1.07,1.74,57496,95.52099946836789
SALLE_B201_(A_1_ETAGE_TOUR_B) kvarh (-) (kvarh) [ABS] 864,2696.0,6453.078262365277,115.68432364548443,6246.8,6354.15,6448.55,6562.125,6635.5,57496,95.52099946836789
SALLE_B201_(A_1_ETAGE_TOUR_B) kvar L1 (kvar) [MIN] 865,2696.0,-0.35760756676557864,0.0314242547545468,-0.56,-0.37,-0.35,-0.34,-0.32,57496,95.52099946836789
SALLE_B201_(A_1_ETAGE_TOUR_B) kvar L1 (kvar) [AVG] 866,2696.0,-0.32983327823987946,0.023742624412746192,-0.5,-0.34,-0.33,-0.32,-0.3,57496,95.52099946836789
SALLE_B201_(A_1_ETAGE_TOUR_B) kvar L1 (kvar) [MAX] 867,2696.0,-0.30801577082148174,0.022760144182431972,-0.46,-0.32,-0.31,-0.3,0.31,57496,95.52099946836789
SALLE_B201_(A_1_ETAGE_TOUR_B) kvar L2 (kvar) [MIN] 868,2696.0,-0.16263704816961608,0.06229796580679623,-0.5,-0.2,-0.15,-0.12,-0.07,57496,95.52099946836789
SALLE_B201_(A_1_ETAGE_TOUR_B) kvar L2 (kvar) [AVG] 869,2696.0,-0.11712517873341431,0.0838437213287955,-0.39,-0.16,-0.13,-0.1,0.06,57496,95.52099946836789
SALLE_B201_(A_1_ETAGE_TOUR_B) kvar L2 (kvar) [MAX] 870,2696.0,-0.08912443689365171,0.09911727760991738,-0.36,-0.14,-0.12,-0.09,0.13,57496,95.52099946836789
SALLE_B201_(A_1_ETAGE_TOUR_B) kvar L3 (kvar) [MIN] 871,2696.0,-0.10884157685152442,0.031388762660374145,-0.32,-0.13,-0.1,-0.09,-0.04,57496,95.52099946836789
SALLE_B201_(A_1_ETAGE_TOUR_B) kvar L3 (kvar) [AVG] 872,2696.0,-0.09645675420119618,0.02393676897583732,-0.21,-0.12,-0.09,-0.08,-0.04,57496,95.52099946836789
SALLE_B201_(A_1_ETAGE_TOUR_B) kvar L3 (kvar) [MAX] 873,2696.0,-0.08789221414184901,0.02293914432181075,-0.17,-0.11,-0.08,-0.07,-0.04,57496,95.52099946836789
SALLE_B201_(A_1_ETAGE_TOUR_B) kvar sys (kvar) [MIN] 874,2696.0,-0.603871058255562,0.09977441943727955,-1.12,-0.66,-0.56,-0.54,-0.48,57496,95.52099946836789
SALLE_B201_(A_1_ETAGE_TOUR_B) kvar sys (kvar) [MAX] 875,2696.0,-0.4971950769514613,0.11664561453308181,-0.92,-0.58,-0.5,-0.47,0.1,57496,95.52099946836789
SALLE_B112_(A._MEZAN_TOUR_B) kWh (kWh) [ABS] 980,2696.0,360.0346202779785,9.117036903837173,346.2,352.2,358.4,368.3,378.0,57496,95.52099946836789
SALLE_B112_(A._MEZAN_TOUR_B) kW sys (kW) [AVG] 981,2696.0,0.047911721068249265,0.0972088068527075,0.01,0.02,0.02,0.02,0.61,57496,95.52099946836789
SALLE_B112_(A._MEZAN_TOUR_B) kvarh (kvarh) [ABS] 982,2696.0,8.294436201780414,0.02292638074015985,8.2,8.3,8.3,8.3,8.3,57496,95.52099946836789
SALLE_B112_(A._MEZAN_TOUR_B) kvar sys (kvar) [AVG] 983,2696.0,-0.09656918328438988,0.08122605336342088,-0.62,-0.08,-0.08,-0.07,-0.06,57496,95.52099946836789
SALLE_B112_(A._MEZAN_TOUR_B) Hz (Hz) [MIN] 984,2696.0,49.93698071216616,0.051048461812717376,49.5,49.9,49.9,50.0,50.1,57496,95.52099946836789
SALLE_B112_(A._MEZAN_TOUR_B) PF sys  [AVG] 985,2696.0,-0.27686553481650034,0.12976138179932972,-0.93,-0.24,-0.23,-0.23,-0.2,57496,95.52099946836789
SALLE_B112_(A._MEZAN_TOUR_B) A L1 (A) [MIN] 986,2696.0,0.01852373887240356,0.0886236219922902,0.0,0.0,0.0,0.0,0.85,57496,95.52099946836789
SALLE_B112_(A._MEZAN_TOUR_B) A L1 (A) [AVG] 987,2696.0,0.04866097922848665,0.10630803098870598,0.0,0.02,0.03,0.03,1.15,57496,95.52099946836789
SALLE_B112_(A._MEZAN_TOUR_B) A L1 (A) [MAX] 988,2696.0,0.0744918397626113,0.1467701796948942,0.04,0.04,0.04,0.04,1.58,57496,95.52099946836789
SALLE_B112_(A._MEZAN_TOUR_B) A L2 (A) [MIN] 989,2696.0,0.1959272997032641,0.20195159300843013,0.11,0.13,0.17,0.17,1.85,57496,95.52099946836789
SALLE_B112_(A._MEZAN_TOUR_B) A L2 (A) [AVG] 990,2696.0,0.24178060761673406,0.2612894730470595,0.14,0.15,0.19,0.19,1.95,57496,95.52099946836789
SALLE_B112_(A._MEZAN_TOUR_B) A L2 (A) [MAX] 991,2696.0,0.2943881743823127,0.34507101847024313,0.15,0.18,0.2,0.22,2.28,57496,95.52099946836789
SALLE_B112_(A._MEZAN_TOUR_B) A L3 (A) [MIN] 992,2696.0,0.19462927230516136,0.2342376826158121,0.09,0.13,0.15,0.15,1.75,57496,95.52099946836789
SALLE_B112_(A._MEZAN_TOUR_B) A L3 (A) [AVG] 993,2696.0,0.22365356083086055,0.2847784103740048,0.1,0.13,0.16,0.16,2.04,57496,95.52099946836789
SALLE_B112_(A._MEZAN_TOUR_B) A L3 (A) [MAX] 994,2696.0,0.2533048961424333,0.3510550508792296,0.1,0.14,0.16,0.17,2.52,57496,95.52099946836789
SALLE_B112_(A._MEZAN_TOUR_B) Run hour meter (h) [ABS] 995,2696.0,14381.715756676555,214.87201370706518,14024.7,14193.1275,14361.565,14576.9925,14744.43,57496,95.52099946836789
SALLE_B112_(A._MEZAN_TOUR_B) Hz (Hz) [AVG] 996,2696.0,50.008033932442615,0.021687431307870788,49.89,50.0,50.0,50.01,50.14,57496,95.52099946836789
SALLE_B112_(A._MEZAN_TOUR_B) Hz (Hz) [MAX] 997,2696.0,50.08979778139944,0.04008059682210521,49.9,50.1,50.1,50.1,50.2,57496,95.52099946836789
SALLE_B112_(A._MEZAN_TOUR_B) PF L1  [MIN] 998,2696.0,-0.36712517873341427,0.1126226535892238,-0.94,-0.37,-0.34,-0.32,0.66,57496,95.52099946836789
SALLE_B112_(A._MEZAN_TOUR_B) PF L1  [AVG] 999,2696.0,0.21065793115112008,0.29653443078050534,-0.9,0.06,0.21,0.4,0.89,57496,95.52099946836789
SALLE_B112_(A._MEZAN_TOUR_B) PF L1  [MAX] 1000,2696.0,0.9292507418397625,0.3185118961895957,-0.87,1.0,1.0,1.0,1.0,57496,95.52099946836789
SALLE_B112_(A._MEZAN_TOUR_B) PF L2  [MIN] 1001,2696.0,-0.3968994941652189,0.07838310809553321,-0.87,-0.4,-0.375,-0.36,-0.31,57496,95.52099946836789
SALLE_B112_(A._MEZAN_TOUR_B) PF L2  [AVG] 1002,2696.0,-0.3292208760627911,0.07370697104369199,-0.82,-0.32,-0.31,-0.29,-0.26,57496,95.52099946836789
SALLE_B112_(A._MEZAN_TOUR_B) PF L2  [MAX] 1003,2696.0,-0.22877206300641134,0.12776082799078223,-0.81,-0.24,-0.22,-0.21,0.71,57496,95.52099946836789
SALLE_B112_(A._MEZAN_TOUR_B) PF L3  [MIN] 1004,2696.0,-0.24360847388570286,0.17505424690457114,-0.98,-0.21,-0.19,-0.17,-0.14,57496,95.52099946836789
SALLE_B112_(A._MEZAN_TOUR_B) PF L3  [AVG] 1005,2696.0,-0.1796511431251057,0.14838890360000515,-0.97,-0.15,-0.13,-0.13,-0.11,57496,95.52099946836789
SALLE_B112_(A._MEZAN_TOUR_B) PF L3  [MAX] 1006,2696.0,-0.055552862809612406,0.21428710123813585,-0.97,-0.11,-0.09,-0.07,0.98,57496,95.52099946836789
SALLE_B112_(A._MEZAN_TOUR_B) PF sys  [MIN] 1007,2696.0,-0.3436275964391692,0.17864187920078464,-1.0,-0.3,-0.28,-0.28,-0.24,57496,95.52099946836789
SALLE_B112_(A._MEZAN_TOUR_B) PF sys  [MAX] 1008,2696.0,-0.16420233006872587,0.23465054673821573,-0.92,-0.19,-0.18,-0.17,1.0,57496,95.52099946836789
SALLE_B112_(A._MEZAN_TOUR_B) Phase sequence  [MIN] 1009,2696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57496,95.52099946836789
SALLE_B112_(A._MEZAN_TOUR_B) Phase sequence  [AVG] 1010,2696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57496,95.52099946836789
SALLE_B112_(A._MEZAN_TOUR_B) Phase sequence  [MAX] 1011,2696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57496,95.52099946836789
SALLE_B112_(A._MEZAN_TOUR_B) kVA dmd (kVA) [MIN] 1012,2696.0,0.11255192878338281,0.12655627526477845,0.06,0.07,0.08,0.09,0.8,57496,95.52099946836789
SALLE_B112_(A._MEZAN_TOUR_B) kVA dmd (kVA) [AVG] 1013,2696.0,0.11255192878338281,0.12655627526477845,0.06,0.07,0.08,0.09,0.8,57496,95.52099946836789
SALLE_B112_(A._MEZAN_TOUR_B) kVA dmd (kVA) [MAX] 1014,2696.0,0.11255192878338281,0.12655627526477845,0.06,0.07,0.08,0.09,0.8,57496,95.52099946836789
SALLE_B112_(A._MEZAN_TOUR_B) V L1-L2 (V) [MIN] 1015,2696.0,390.6558313217817,2.3995866349029376,380.9,389.1,390.8,392.5,396.0,57496,95.52099946836789
SALLE_B112_(A._MEZAN_TOUR_B) V L1-L2 (V) [AVG] 1016,2696.0,391.69087294937043,2.2872538940313345,383.44,390.09,391.8,393.4625,396.79,57496,95.52099946836789
SALLE_B112_(A._MEZAN_TOUR_B) V L1-L2 (V) [MAX] 1017,2696.0,392.5871721298873,2.2855428623866656,386.2,391.07500000000005,392.6,394.3,399.9,57496,95.52099946836789
SALLE_B112_(A._MEZAN_TOUR_B) V L1-N (V) [MIN] 1018,2696.0,225.8147205224397,1.3781349947117443,219.7,224.9,225.9,226.9,228.8,57496,95.52099946836789
SALLE_B112_(A._MEZAN_TOUR_B) V L1-N (V) [AVG] 1019,2696.0,226.44894656831846,1.320781860108144,221.49,225.52,226.51,227.46,229.43,57496,95.52099946836789
SALLE_B112_(A._MEZAN_TOUR_B) V L1-N (V) [MAX] 1020,2696.0,227.03845362924923,1.3293583849662673,223.0,226.1,227.1,228.0,230.9,57496,95.52099946836789
SALLE_B112_(A._MEZAN_TOUR_B) V L2-L3 (V) [MIN] 1021,2696.0,391.2857236204855,2.295398310494876,381.1,389.8,391.4,393.0,396.5,57496,95.52099946836789
SALLE_B112_(A._MEZAN_TOUR_B) V L2-L3 (V) [AVG] 1022,2696.0,392.2014084769607,2.156707562378323,384.7,390.66,392.28,393.88,397.04,57496,95.52099946836789
SALLE_B112_(A._MEZAN_TOUR_B) V L2-L3 (V) [MAX] 1023,2696.0,393.0887536323243,2.1454546225462203,387.0,391.6,393.1,394.7,399.2,57496,95.52099946836789
SALLE_B112_(A._MEZAN_TOUR_B) V L2-N (V) [MIN] 1024,2696.0,224.67937185775125,1.3062579205419322,218.6,223.8,224.7,225.6,227.6,57496,95.52099946836789
SALLE_B112_(A._MEZAN_TOUR_B) V L2-N (V) [AVG] 1025,2696.0,225.29727910087485,1.2408824179643898,220.8,224.43,225.34,226.22,228.02,57496,95.52099946836789
SALLE_B112_(A._MEZAN_TOUR_B) V L2-N (V) [MAX] 1026,2696.0,225.86497440076258,1.2479435500870903,222.2,225.0,225.9,226.8,230.4,57496,95.52099946836789
SALLE_B112_(A._MEZAN_TOUR_B) V L3-L1 (V) [MIN] 1027,2696.0,393.81679901908024,2.4122347626420524,383.4,392.2,394.0,395.6,399.2,57496,95.52099946836789
SALLE_B112_(A._MEZAN_TOUR_B) V L3-L1 (V) [AVG] 1028,2696.0,394.838199501084,2.2827469293801004,386.86,393.2575,394.9,396.63,399.96,57496,95.52099946836789
SALLE_B112_(A._MEZAN_TOUR_B) V L3-L1 (V) [MAX] 1029,2696.0,395.8061926323396,2.277453663722018,389.4,394.2,395.8,397.6,401.9,57496,95.52099946836789
SALLE_B112_(A._MEZAN_TOUR_B) V L3-N (V) [MIN] 1030,2696.0,225.83783075290972,1.4139722718099637,217.8,224.9,225.9,226.9,229.0,57496,95.52099946836789
SALLE_B112_(A._MEZAN_TOUR_B) V L3-N (V) [AVG] 1031,2696.0,226.45172898633166,1.326467514614782,222.21,225.5,226.505,227.4925,229.43,57496,95.52099946836789
SALLE_B112_(A._MEZAN_TOUR_B) V L3-N (V) [MAX] 1032,2696.0,227.08849072123738,1.3312789161176846,223.0,226.2,227.1,228.1,230.6,57496,95.52099946836789
SALLE_B112_(A._MEZAN_TOUR_B) V L-L sys (V) [MIN] 1033,2696.0,392.00590358389326,2.4501221284391135,368.3,390.4,392.2,393.8,397.5,57496,95.52099946836789
SALLE_B112_(A._MEZAN_TOUR_B) V L-L sys (V) [AVG] 1034,2696.0,392.8894640880368,2.238148715761353,385.0,391.2975,392.97,394.65,397.9,57496,95.52099946836789
SALLE_B112_(A._MEZAN_TOUR_B) V L-L sys (V) [MAX] 1035,2696.0,393.69636133362036,2.2199887336327877,387.5,392.2,393.7,395.4,400.3,57496,95.52099946836789
SALLE_B112_(A._MEZAN_TOUR_B) V L-N sys (V) [MIN] 1036,2696.0,225.51023047001124,1.3592023128205812,219.3,224.6,225.6,226.5,228.6,57496,95.52099946836789
SALLE_B112_(A._MEZAN_TOUR_B) V L-N sys (V) [AVG] 1037,2696.0,226.04187971817777,1.2876841848236664,221.48,225.13,226.1,227.04,228.89,57496,95.52099946836789
SALLE_B112_(A._MEZAN_TOUR_B) V L-N sys (V) [MAX] 1038,2696.0,226.53964249473412,1.2875744994843836,222.9,225.7,226.6,227.5,230.7,57496,95.52099946836789
SALLE_B112_(A._MEZAN_TOUR_B) kW dmd (kW) [MIN] 1039,2696.0,0.04815281899109792,0.0984827401480999,0.01,0.02,0.02,0.02,0.6,57496,95.52099946836789
SALLE_B112_(A._MEZAN_TOUR_B) kW dmd (kW) [AVG] 1040,2696.0,0.04815281899109792,0.0984827401480999,0.01,0.02,0.02,0.02,0.6,57496,95.52099946836789
SALLE_B112_(A._MEZAN_TOUR_B) kW dmd (kW) [MAX] 1041,2696.0,0.04815281899109792,0.0984827401480999,0.01,0.02,0.02,0.02,0.6,57496,95.52099946836789
SALLE_B112_(A._MEZAN_TOUR_B) Totalizer 1  [ABS] 1042,0.0,,,,,,,,60192,100.0
SALLE_B112_(A._MEZAN_TOUR_B) Totalizer 2  [ABS] 1043,0.0,,,,,,,,60192,100.0
SALLE_B112_(A._MEZAN_TOUR_B) Totalizer 3  [ABS] 1044,0.0,,,,,,,,60192,100.0
SALLE_B112_(A._MEZAN_TOUR_B) kVA L1 (kVA) [MIN] 1045,2696.0,0.0042581602373887245,0.02021146389808127,0.0,0.0,0.0,0.0,0.19,57496,95.52099946836789
SALLE_B112_(A._MEZAN_TOUR_B) kVA L1 (kVA) [AVG] 1046,2696.0,0.01259272997032641,0.024189855258048776,0.0,0.0,0.01,0.01,0.26,57496,95.52099946836789
SALLE_B112_(A._MEZAN_TOUR_B) kVA L1 (kVA) [MAX] 1047,2696.0,0.01780044510385757,0.03331224425961976,0.01,0.01,0.01,0.01,0.36,57496,95.52099946836789
SALLE_B112_(A._MEZAN_TOUR_B) kVA L2 (kVA) [MIN] 1048,2696.0,0.04521513353115728,0.04503008774620745,0.02,0.03,0.04,0.04,0.41,57496,95.52099946836789
SALLE_B112_(A._MEZAN_TOUR_B) kVA L2 (kVA) [AVG] 1049,2696.0,0.05281157270029673,0.059220315294448864,0.03,0.03,0.04,0.04,0.44,57496,95.52099946836789
SALLE_B112_(A._MEZAN_TOUR_B) kVA L2 (kVA) [MAX] 1050,2696.0,0.06767062314540061,0.07748450443772832,0.04,0.04,0.05,0.05,0.51,57496,95.52099946836789
SALLE_B112_(A._MEZAN_TOUR_B) kVA L3 (kVA) [MIN] 1051,2696.0,0.04448813056379823,0.052890805778255195,0.02,0.03,0.03,0.04,0.39,57496,95.52099946836789
SALLE_B112_(A._MEZAN_TOUR_B) kVA L3 (kVA) [AVG] 1052,2696.0,0.05210311572700298,0.06394911977336135,0.02,0.03,0.04,0.04,0.46,57496,95.52099946836789
SALLE_B112_(A._MEZAN_TOUR_B) kVA L3 (kVA) [MAX] 1053,2696.0,0.0575519287833828,0.07903509642887428,0.02,0.03,0.04,0.04,0.57,57496,95.52099946836789
SALLE_B112_(A._MEZAN_TOUR_B) kVA sys (kVA) [MIN] 1054,2696.0,0.08864243323442139,0.08099389863558984,0.05,0.06,0.07,0.08,0.6,57496,95.52099946836789
SALLE_B112_(A._MEZAN_TOUR_B) kVA sys (kVA) [AVG] 1055,2696.0,0.11239614243323445,0.1248008743010282,0.06,0.07,0.08,0.09,0.81,57496,95.52099946836789
SALLE_B112_(A._MEZAN_TOUR_B) kVA sys (kVA) [MAX] 1056,2696.0,0.1336908450054581,0.158871848431993,0.07,0.08,0.09,0.09,0.97,57496,95.52099946836789
SALLE_B112_(A._MEZAN_TOUR_B) kWh (-) (kWh) [ABS] 1057,2696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57496,95.52099946836789
SALLE_B112_(A._MEZAN_TOUR_B) kWh L1 (kWh) [ABS] 1058,2696.0,24.689875809105025,1.0436041731604455,23.6,23.8,24.2,25.7,27.0,57496,95.52099946836789
SALLE_B112_(A._MEZAN_TOUR_B) kWh L2 (kWh) [ABS] 1059,2696.0,198.84281376362603,4.237700869624375,192.7,195.2,197.8,202.6,207.7,57496,95.52099946836789
SALLE_B112_(A._MEZAN_TOUR_B) kWh L3 (kWh) [ABS] 1060,2696.0,133.95560473393707,3.923543753549238,127.4,130.6,133.8,137.5,140.7,57496,95.52099946836789
SALLE_B112_(A._MEZAN_TOUR_B) kW L1 (kW) [MIN] 1061,2696.0,0.0026594955489614245,0.01292523695126563,0.0,0.0,0.0,0.0,0.15,57496,95.52099946836789
SALLE_B112_(A._MEZAN_TOUR_B) kW L1 (kW) [AVG] 1062,2696.0,0.0037462908011869443,0.016260432220440876,0.0,0.0,0.0,0.0,0.2,57496,95.52099946836789
SALLE_B112_(A._MEZAN_TOUR_B) kW L1 (kW) [MAX] 1063,2696.0,0.005467359050445104,0.023067305953055905,0.0,0.0,0.0,0.0,0.25,57496,95.52099946836789
SALLE_B112_(A._MEZAN_TOUR_B) kW L2 (kW) [MIN] 1064,2696.0,0.016535608308605343,0.029036747120509188,0.0,0.01,0.01,0.01,0.28,57496,95.52099946836789
SALLE_B112_(A._MEZAN_TOUR_B) kW L2 (kW) [AVG] 1065,2696.0,0.01989243323442137,0.03761670180134251,0.01,0.01,0.01,0.01,0.31,57496,95.52099946836789
SALLE_B112_(A._MEZAN_TOUR_B) kW L2 (kW) [MAX] 1066,2696.0,0.03140968773542843,0.04678463590052003,0.01,0.02,0.02,0.02,0.36,57496,95.52099946836789
SALLE_B112_(A._MEZAN_TOUR_B) kW L3 (kW) [MIN] 1067,2696.0,0.011097922848664689,0.04862468489195113,0.0,0.0,0.0,0.0,0.38,57496,95.52099946836789
SALLE_B112_(A._MEZAN_TOUR_B) kW L3 (kW) [AVG] 1068,2696.0,0.020745548961424335,0.0570134946320812,0.0,0.0,0.01,0.01,0.43,57496,95.52099946836789
SALLE_B112_(A._MEZAN_TOUR_B) kW L3 (kW) [MAX] 1069,2696.0,0.02896884272997033,0.06862966515881093,0.0,0.01,0.01,0.01,0.5,57496,95.52099946836789
SALLE_B112_(A._MEZAN_TOUR_B) kW sys (kW) [MIN] 1070,2696.0,0.032589020771513356,0.08153383179563088,0.01,0.01,0.01,0.01,0.53,57496,95.52099946836789
SALLE_B112_(A._MEZAN_TOUR_B) kW sys (kW) [MAX] 1071,2696.0,0.05913946587537092,0.11776679506066713,0.02,0.02,0.02,0.03,0.72,57496,95.52099946836789
SALLE_B112_(A._MEZAN_TOUR_B) kvarh (-) (kvarh) [ABS] 1072,2696.0,994.9559942959056,19.439107257679325,964.2,978.575,991.6,1012.4,1031.7,57496,95.52099946836789
SALLE_B112_(A._MEZAN_TOUR_B) kvar L1 (kvar) [MIN] 1073,2696.0,-0.015318991097922851,0.024419992931792367,-0.32,-0.01,-0.01,-0.01,0.1,57496,95.52099946836789
SALLE_B112_(A._MEZAN_TOUR_B) kvar L1 (kvar) [AVG] 1074,2696.0,-0.008946587537091988,0.016392770801406227,-0.17,-0.01,-0.01,0.0,0.11,57496,95.52099946836789
SALLE_B112_(A._MEZAN_TOUR_B) kvar L1 (kvar) [MAX] 1075,2696.0,0.0009681008902077152,0.0201899445634586,-0.12,0.0,0.0,0.0,0.19,57496,95.52099946836789
SALLE_B112_(A._MEZAN_TOUR_B) kvar L2 (kvar) [MIN] 1076,2696.0,-0.06002244737934534,0.06305802503217423,-0.42,-0.05,-0.04,-0.04,-0.03,57496,95.52099946836789
SALLE_B112_(A._MEZAN_TOUR_B) kvar L2 (kvar) [AVG] 1077,2696.0,-0.04833827893175075,0.04509793708536938,-0.33,-0.04,-0.04,-0.03,-0.03,57496,95.52099946836789
SALLE_B112_(A._MEZAN_TOUR_B) kvar L2 (kvar) [MAX] 1078,2696.0,-0.035459940652818996,0.04740317608951008,-0.3,-0.04,-0.04,-0.03,0.36,57496,95.52099946836789
SALLE_B112_(A._MEZAN_TOUR_B) kvar L3 (kvar) [MIN] 1079,2696.0,-0.046650593471810095,0.04533714093810641,-0.32,-0.04,-0.04,-0.03,-0.02,57496,95.52099946836789
SALLE_B112_(A._MEZAN_TOUR_B) kvar L3 (kvar) [AVG] 1080,2696.0,-0.04143916913946589,0.02975731165503105,-0.24,-0.04,-0.04,-0.03,-0.02,57496,95.52099946836789
SALLE_B112_(A._MEZAN_TOUR_B) kvar L3 (kvar) [MAX] 1081,2696.0,-0.019521513353115732,0.05492475119617049,-0.16,-0.03,-0.03,-0.03,0.32,57496,95.52099946836789
SALLE_B112_(A._MEZAN_TOUR_B) kvar sys (kvar) [MIN] 1082,2696.0,-0.11480341246290801,0.11488656308707805,-0.75,-0.09,-0.09,-0.07,-0.07,57496,95.52099946836789
SALLE_B112_(A._MEZAN_TOUR_B) kvar sys (kvar) [MAX] 1083,2696.0,-0.06327522255192881,0.036871032240816476,-0.31,-0.07,-0.07,-0.06,0.37,57496,95.52099946836789
SALLE_B101_(A._MEZAN_TOUR_B) kWh (kWh) [ABS] 1084,2696.0,10513.857534093879,164.94968326014217,10240.2,10368.85,10498.1,10664.25,10792.3,57496,95.52099946836789
SALLE_B101_(A._MEZAN_TOUR_B) kW sys (kW) [AVG] 1085,2696.0,0.7672106824925815,0.029197201255714293,0.76,0.76,0.76,0.77,1.15,57496,95.52099946836789
SALLE_B101_(A._MEZAN_TOUR_B) kvarh (kvarh) [ABS] 1086,2696.0,62.64150785658278,0.6841291669868106,61.3,62.1,62.7,63.3,63.7,57496,95.52099946836789
SALLE_B101_(A._MEZAN_TOUR_B) kvar sys (kvar) [AVG] 1087,2696.0,-0.21817545855691028,0.025169005506949185,-0.35,-0.23,-0.22,-0.21,0.1,57496,95.52099946836789
SALLE_B101_(A._MEZAN_TOUR_B) Hz (Hz) [MIN] 1088,2696.0,49.93449554896141,0.05042275433351499,49.5,49.9,49.9,50.0,50.1,57496,95.52099946836789
SALLE_B101_(A._MEZAN_TOUR_B) PF sys  [AVG] 1089,2696.0,-0.9142298319521533,0.15433014139600204,-0.99,-0.96,-0.93,-0.91,1.0,57496,95.52099946836789
SALLE_B101_(A._MEZAN_TOUR_B) A L1 (A) [MIN] 1090,2696.0,0.0036387240356083087,0.039035705634250926,0.0,0.0,0.0,0.0,0.68,57496,95.52099946836789
SALLE_B101_(A._MEZAN_TOUR_B) A L1 (A) [AVG] 1091,2696.0,0.005152077151335312,0.047972385564613196,0.0,0.0,0.0,0.0,0.7,57496,95.52099946836789
SALLE_B101_(A._MEZAN_TOUR_B) A L1 (A) [MAX] 1092,2696.0,0.007525964391691394,0.06386790107375395,0.0,0.0,0.0,0.0,0.91,57496,95.52099946836789
SALLE_B101_(A._MEZAN_TOUR_B) A L2 (A) [MIN] 1093,2696.0,0.11577522255192882,0.0898755680423426,0.09,0.1,0.1,0.1,1.3,57496,95.52099946836789
SALLE_B101_(A._MEZAN_TOUR_B) A L2 (A) [AVG] 1094,2696.0,0.13015597853661537,0.10948378657530164,0.1,0.11,0.11,0.11,1.5,57496,95.52099946836789
SALLE_B101_(A._MEZAN_TOUR_B) A L2 (A) [MAX] 1095,2696.0,0.14224035608308608,0.1358041647005092,0.11,0.11,0.12,0.12,1.65,57496,95.52099946836789
SALLE_B101_(A._MEZAN_TOUR_B) A L3 (A) [MIN] 1096,2696.0,3.413493680908965,0.031390138652081075,3.34,3.39,3.41,3.43,3.81,57496,95.52099946836789
SALLE_B101_(A._MEZAN_TOUR_B) A L3 (A) [AVG] 1097,2696.0,3.4696652111744903,0.0359101116307144,3.41,3.45,3.46,3.49,3.95,57496,95.52099946836789
SALLE_B101_(A._MEZAN_TOUR_B) A L3 (A) [MAX] 1098,2696.0,3.521660183576514,0.04246053984137751,3.44,3.5,3.52,3.54,4.08,57496,95.52099946836789
SALLE_B101_(A._MEZAN_TOUR_B) Run hour meter (h) [ABS] 1099,2696.0,14382.63689169139,214.8782510487873,14025.61,14194.0475,14362.485,14577.9225,14745.36,57496,95.52099946836789
SALLE_B101_(A._MEZAN_TOUR_B) Hz (Hz) [AVG] 1100,2696.0,50.00711385895051,0.021563584657747627,49.89,50.0,50.0,50.01,50.14,57496,95.52099946836789
SALLE_B101_(A._MEZAN_TOUR_B) Hz (Hz) [MAX] 1101,2696.0,50.0889075736843,0.040945626796400056,49.9,50.1,50.1,50.1,50.2,57496,95.52099946836789
SALLE_B101_(A._MEZAN_TOUR_B) PF L1  [MIN] 1102,2696.0,0.990979228486647,0.10206479595800895,-0.83,1.0,1.0,1.0,1.0,57496,95.52099946836789
SALLE_B101_(A._MEZAN_TOUR_B) PF L1  [AVG] 1103,2696.0,0.9958011869436203,0.047775252426504725,-0.24,1.0,1.0,1.0,1.0,57496,95.52099946836789
SALLE_B101_(A._MEZAN_TOUR_B) PF L1  [MAX] 1104,2696.0,0.9986980712166172,0.014030581890618805,0.78,1.0,1.0,1.0,1.0,57496,95.52099946836789
SALLE_B101_(A._MEZAN_TOUR_B) PF L2  [MIN] 1105,2696.0,-0.20725890207715134,0.08924220921672277,-0.79,-0.22,-0.2,-0.19,0.79,57496,95.52099946836789
SALLE_B101_(A._MEZAN_TOUR_B) PF L2  [AVG] 1106,2696.0,-0.1418030549960794,0.08482660450326442,-0.62,-0.16,-0.15,-0.14,0.83,57496,95.52099946836789
SALLE_B101_(A._MEZAN_TOUR_B) PF L2  [MAX] 1107,2696.0,-0.08182511800249075,0.10757645456880369,-0.51,-0.11,-0.09,-0.08,0.96,57496,95.52099946836789
SALLE_B101_(A._MEZAN_TOUR_B) PF L3  [MIN] 1108,2696.0,-0.9705526706231457,0.002317675949655526,-0.98,-0.97,-0.97,-0.97,-0.96,57496,95.52099946836789
SALLE_B101_(A._MEZAN_TOUR_B) PF L3  [AVG] 1109,2696.0,-0.9359733475807568,0.040437669997431314,-0.97,-0.97,-0.94,-0.92,-0.61,57496,95.52099946836789
SALLE_B101_(A._MEZAN_TOUR_B) PF L3  [MAX] 1110,2696.0,0.15284866468842725,0.9543395898656087,-0.97,-0.96,0.97,0.97,0.98,57496,95.52099946836789
